usim	TF
01231329826 (6692)	192.3423781
01231329840 (6693)	100
01231329965 (6694)	100
01232970048 (6695)	203.785257
01232970158 (6696)	203.785257
01232971055 (6697)	100
01232978322 (6698)	100
01232970698 (6699)	267.4852409
01232970855 (6700)	198.4251457
01232972658 (6701)	135.3836515
01232970767 (6702)	176.1391026
01232970795 (6703)	176.1391026
01231324868 (6704)	227.6796579
01231329828 (6705)	227.6796579
01232970044 (6706)	143.5006344
01232970199 (6707)	143.5006344
01232970526 (6708)	259.3765011
01232970312 (6709)	121.5991199
01232970539 (6710)	160.4974062
01231329772 (6711)	100
01232970319 (6712)	148.0458349
01232970352 (6713)	294.1292104
01232970313 (6714)	148.0299554
01232970377 (6715)	148.0299554
01232970520 (6716)	100
01232970686 (6717)	100
01232970932 (6718)	100
01232970128 (6719)	100
01232970997 (6720)	100
01232970120 (6721)	177.6312787
01232970638 (6722)	177.6312787
01232970247 (6723)	177.6312787
01232970484 (6724)	177.6312787
01232970694 (6725)	219.1824692
01220411253 (6726)	100
01232970646 (6727)	100
01232970415 (6728)	231.1828644
01232970643 (6729)	231.1828644
01232970119 (6730)	144.9796028
01232970873 (6731)	144.9796028
01232970458 (6732)	274.7102608
01231328788 (6733)	172.0241604
01231329863 (6734)	248.1461112
01232970609 (6735)	158.8967671
01232970644 (6736)	158.8967671
01232970543 (6737)	198.4251457
01232970706 (6738)	198.4251457
01231328779 (6739)	177.6312787
01232970233 (6740)	177.6312787
01231329364 (6741)	100
01231329827 (6742)	100
01231329850 (6743)	198.4251457
01231329800 (6744)	198.4251457
01232970123 (6745)	146.134941
01232970276 (6746)	146.134941
01227500108 (6747)	100
01231325558 (6748)	100
01232970242 (6749)	218.7037886
01232970481 (6750)	218.7037886
01232970188 (6751)	168.8141489
01232970368 (6752)	168.8141489
01232970461 (6753)	203.785257
01227587413 (6754)	100
01231328699 (6755)	100
01232970445 (6756)	141.660958
01232970872 (6757)	200.001507
01232970794 (6758)	124.45418
01231329857 (6759)	165.7694358
01231329478 (6760)	100
01231329981 (6761)	100
01231329864 (6762)	147.6230393
01232970697 (6763)	147.6230393
01231329940 (6764)	203.785257
01231329967 (6765)	274.7102608
01232971062 (6766)	212.7151069
01232971201 (6767)	133.6068995
01232790980 (6768)	267.4852409
01232970859 (6769)	198.4251457
01232970777 (6770)	100
01232970787 (6771)	100
01232970982 (6772)	145.5232965
01232971113 (6773)	100
01232971208 (6774)	179.3731185
01232970001 (6775)	158.8967671
01232970121 (6776)	158.8967671
01231323330 (6777)	287.3364632
01231328684 (6778)	212.7151069
01227587520 (6779)	100
01231329843 (6780)	292.7172004
01232970266 (6781)	292.7172004
01231300176 (6782)	179.0778888
01231329918 (6783)	179.0778888
01231329574 (6784)	100
01231329639 (6785)	100
01232970507 (6786)	250.177211
01231316010 (6787)	172.0241604
01231315905 (6788)	111.9175172
01231321471 (6789)	100
01231316044 (6790)	148.0458349
01231316097 (6791)	242.0173323
01231315835 (6792)	126.7127561
01231315942 (6793)	179.0778888
01231321726 (6794)	129.9899465
01231316093 (6795)	100
01231315105 (6796)	125.0296967
01232971595 (6797)	100
01231307534 (6798)	179.3731185
01231307562 (6799)	100
01231316149 (6800)	100
01227587655 (6801)	100
01227587989 (6802)	100
01231300198 (6803)	100
01227739998 (6804)	147.6230393
01231300242 (6805)	147.6230393
01227588000 (6806)	100
01227857981 (6807)	100
01227587643 (6808)	100
01227588001 (6809)	100
01227588046 (6810)	100
01227728172 (6811)	100
01232973331 (6812)	166.7172224
01227501095 (6813)	177.6312787
01232971507 (6814)	177.6312787
01232972260 (6815)	100
01232972612 (6816)	100
01232972614 (6817)	100
01232971536 (6818)	177.5053645
01232972611 (6819)	100
01232972699 (6820)	100
01231328530 (6821)	100
01231329745 (6822)	100
01227713156 (6823)	221.7303498
01231329985 (6824)	221.7303498
01227712345 (6825)	100
01231329655 (6826)	100
01231329849 (6827)	100
01231322731 (6828)	100
01231328729 (6829)	100
01232970202 (6830)	158.8967671
01232970440 (6831)	158.8967671
01231970934 (6832)	157.7530405
01232970261 (6833)	157.7530405
01232970005 (6834)	100
01232970104 (6835)	192.3423781
01232970223 (6836)	185.4425555
01232970814 (6837)	185.4425555
01232970076 (6838)	100
01232970252 (6839)	100
01231329961 (6840)	177.5053645
01232970183 (6841)	177.5053645
01232970901 (6842)	136.7511685
01232970951 (6843)	136.7511685
01231329774 (6844)	100
01232970345 (6845)	100
01232970221 (6846)	196.2811918
01232970275 (6847)	100
01232970379 (6848)	100
01227584321 (6849)	221.4014376
01232970416 (6850)	221.4014376
01232970165 (6851)	228.747302
01232970212 (6852)	228.747302
01232970214 (6853)	172.0241604
01232970442 (6854)	172.0241604
01231329950 (6855)	223.1092396
01232970191 (6856)	200.4605784
01232970743 (6857)	116.6667225
01232970367 (6858)	149.9695225
01232970370 (6859)	149.9695225
01231329932 (6860)	258.0950667
01232970160 (6861)	148.2752205
01232970785 (6862)	145.5232965
01232970869 (6863)	145.5232965
01231329640 (6864)	100
01232970619 (6865)	100
01232971143 (6866)	161.7428803
01232970470 (6867)	158.8967671
01232970770 (6868)	158.8967671
01232970429 (6869)	251.334445
01232970532 (6870)	251.334445
01232970632 (6871)	168.8141489
01232971010 (6872)	168.8141489
01232970398 (6873)	100
01232970884 (6874)	100
01232970661 (6875)	100
01232970981 (6876)	100
01232970186 (6877)	192.3423781
01232970693 (6878)	259.3765011
01232970626 (6879)	100
01232970947 (6880)	100
01231329667 (6881)	100
01231329724 (6882)	100
01232970664 (6883)	100
01232970709 (6884)	100
01232970574 (6885)	100
01232970708 (6886)	100
01232970581 (6887)	148.1763271
01232970742 (6888)	148.1763271
01232970225 (6889)	146.134941
01232970371 (6890)	146.134941
01232970444 (6891)	145.9514014
01232970551 (6892)	145.9514014
01232970316 (6893)	203.785257
01232970392 (6894)	203.785257
01232970290 (6895)	161.7428803
01232970441 (6896)	161.7428803
01232970513 (6897)	219.1824692
01232970641 (6898)	297.0856494
01231329787 (6899)	292.7172004
01231329891 (6900)	216.3044845
01232970732 (6901)	192.3423781
01232970738 (6902)	192.3423781
01231329744 (6903)	179.0778888
01231329814 (6904)	179.0778888
01231329635 (6905)	208.5171111
01231339630 (6906)	208.5171111
01232970862 (6907)	100
01232971029 (6908)	100
01232970310 (6909)	177.6312787
01232970722 (6910)	177.6312787
01232970679 (6911)	259.3765011
01232970745 (6912)	192.3423781
01232790747 (6913)	145.9514014
01232970655 (6914)	259.3765011
01232970485 (6915)	177.6312787
01232970668 (6916)	177.6312787
01231326093 (6917)	111.9175172
01231329612 (6918)	111.9175172
01232970504 (6919)	121.1511004
01232970779 (6920)	121.1511004
01232970396 (6921)	148.2615536
01232970452 (6922)	148.2615536
01232971152 (6923)	158.8967671
01232970733 (6924)	100
01232971063 (6925)	192.3423781
01232971093 (6926)	259.3765011
01232971043 (6927)	100
01232970051 (6928)	156.5504134
01232970652 (6929)	156.5504134
01227716881 (6930)	179.0778888
01232970762 (6931)	179.0778888
01227580404 (6932)	168.8141489
01227587278 (6933)	168.8141489
01232970685 (6934)	100
01232971086 (6935)	100
01231323063 (6936)	200.1633752
01231329614 (6937)	200.1633752
01231321045 (6938)	100
01231321583 (6939)	145.5232965
01231315865 (6940)	185.5056494
01231315909 (6941)	109.4708059
01232971547 (6942)	108.3817476
01231307678 (6943)	177.5053645
01231300214 (6944)	100
01231300545 (6945)	100
01227587256 (6946)	100
01227587558 (6947)	100
01227587571 (6948)	100
01227587241 (6949)	100
01232971624 (6950)	100
01232971677 (6951)	100
01232972761 (6952)	100
01232973243 (6953)	100
01232973291 (6954)	100
01232971459 (6955)	179.2039319
01232971673 (6956)	179.2039319
01232972804 (6957)	100
01232970149 (6958)	198.4251457
01232970262 (6959)	267.4852409
01231319651 (6960)	100
01231329666 (6961)	238.0192492
01232970217 (6962)	185.4425555
01232971011 (6963)	100
01232971078 (6964)	100
01232970156 (6965)	196.7083532
01232970297 (6966)	156.5504134
01231329900 (6967)	148.0299554
01231328977 (6968)	198.4251457
01231329664 (6969)	198.4251457
01232970285 (6970)	126.2200801
01232970075 (6971)	275.3564119
01232970353 (6972)	149.9695225
01232970062 (6973)	229.9589632
01232970187 (6974)	242.8506969
01231329629 (6975)	198.4251457
01231329810 (6976)	259.3765011
01232970360 (6977)	192.3423781
01232970984 (6978)	292.7172004
01232970282 (6979)	100
01232970311 (6980)	100
01232970304 (6981)	165.7694358
01232970436 (6982)	165.7694358
01232970337 (6983)	250.177211
01232970811 (6984)	185.4425555
01227587348 (6985)	250.177211
01227587507 (6986)	250.177211
01227587456 (6987)	227.6796579
01227587764 (6988)	227.6796579
01232970677 (6989)	100
01232970741 (6990)	100
01231328043 (6991)	177.6312787
01232970590 (6992)	177.6312787
01231325944 (6993)	123.2819342
01231328675 (6994)	211.5697236
01232970300 (6995)	192.3423781
01232970558 (6996)	192.3423781
01232970505 (6997)	203.785257
01232970555 (6998)	203.785257
01232970610 (6999)	185.4425555
01232970627 (7000)	185.4425555
01231329672 (7001)	145.9514014
01232970424 (7002)	223.1092396
01227221262 (7003)	274.7102608
01232970541 (7004)	203.785257
01232970874 (7005)	100
01232970756 (7006)	100
01232970857 (7007)	100
01232970714 (7008)	100
01232970764 (7009)	144.9796028
01232970875 (7010)	144.9796028
01232970840 (7011)	192.3423781
01232970846 (7012)	192.3423781
01232970716 (7013)	223.0137662
01232970549 (7014)	177.6312787
01232970550 (7015)	177.6312787
01232970002 (7016)	139.4283958
01232970637 (7017)	139.4283958
01232970642 (7018)	168.8141489
01232970647 (7019)	227.6796579
01231328453 (7020)	172.0241604
01231329953 (7021)	172.0241604
01231324481 (7022)	208.5171111
01232970802 (7023)	281.2583914
01232970271 (7024)	145.9514014
01231329682 (7025)	179.3731185
01231329924 (7026)	179.3731185
01232970766 (7027)	148.3549118
01232970784 (7028)	148.3549118
01232970830 (7029)	221.7137843
01232970949 (7030)	222.8813902
01232970750 (7031)	222.8813902
01232971142 (7032)	224.6280103
01231328493 (7033)	224.6280103
01232970509 (7034)	259.3765011
01231329616 (7035)	145.5232965
01231324727 (7036)	221.4014376
01231329076 (7037)	216.3044845
01232970791 (7038)	169.1865128
01232970815 (7039)	287.3364632
01227587801 (7040)	212.7151069
01227728210 (7041)	177.6312787
01232971107 (7042)	177.6312787
01227712278 (7043)	198.4251457
01232970043 (7044)	198.4251457
01232970083 (7045)	223.0137662
01232970931 (7046)	223.0137662
01232971058 (7047)	267.4852409
01227500699 (7048)	228.747302
01231324785 (7049)	124.45418
01232970407 (7050)	100
01232970564 (7051)	148.0299554
01232970326 (7052)	305.6470526
01232970430 (7053)	192.3423781
01231329471 (7054)	192.3423781
01231329741 (7055)	192.3423781
01232970705 (7056)	192.3423781
01232970800 (7057)	203.785257
01232973312 (7058)	125.9178965
01232971334 (7059)	221.4014376
01232972577 (7060)	174.3268625
01231321668 (7061)	100
01231321177 (7062)	100
01231315746 (7063)	148.0299554
01231316166 (7064)	125.9178965
01231315617 (7065)	141.660958
01231315629 (7066)	119.4774917
01231308379 (7067)	127.9337602
01232972976 (7068)	224.6280103
01227723525 (7069)	100
01227729677 (7070)	100
01232972959 (7071)	100
01232973353 (7072)	100
01232973332 (7073)	100
01227587545 (7074)	100
01232971696 (7075)	100
01232972755 (7076)	100
01232973096 (7077)	121.5392744
01232973253 (7078)	100
01232973314 (7079)	100
01232972720 (7080)	135.3836515
01232972737 (7081)	100
01232973559 (7082)	100
01232973567 (7083)	208.5171111
01232970206 (7084)	208.5171111
01231327022 (7085)	100
01231329875 (7086)	100
01232970393 (7087)	147.7847343
01232970523 (7088)	208.5171111
01231329834 (7089)	100
01232970019 (7090)	100
01232970008 (7091)	100
01232970010 (7092)	100
01231328468 (7093)	147.7847343
01232970108 (7094)	198.4251457
01232970222 (7095)	121.3811644
01231329941 (7096)	223.8089923
01232970140 (7097)	250.177211
01231329808 (7098)	185.4425555
01231329938 (7099)	168.8141489
01232970922 (7100)	124.45418
01232971074 (7101)	179.2039319
01232970897 (7102)	301.4740696
01232970916 (7103)	166.7172224
01232970303 (7104)	250.5546508
01232970365 (7105)	305.9428322
01232970983 (7106)	216.560319
01232970151 (7107)	169.1865128
01232970419 (7108)	216.3044845
01227727929 (7109)	137.87301
01231300156 (7110)	106.3367405
01232970506 (7111)	192.3423781
01232970534 (7112)	192.3423781
01232970491 (7113)	100
01232970797 (7114)	100
01232970578 (7115)	100
01232970595 (7116)	100
01232971024 (7117)	251.334445
01232971026 (7118)	251.334445
01232970687 (7119)	251.334445
01232970810 (7120)	259.3765011
01232970713 (7121)	198.4251457
01232970986 (7122)	267.4852409
01237970569 (7123)	198.4251457
01232970755 (7124)	100
01232970896 (7125)	100
01232970952 (7126)	151.8404357
01232970957 (7127)	151.8404357
01227587211 (7128)	251.6142603
01227587277 (7129)	306.379542
01231315559 (7130)	132.2648461
01231315517 (7131)	133.6068995
01232971106 (7132)	154.100494
01227500109 (7133)	251.9703234
01231329594 (7134)	177.5053645
01231315765 (7135)	221.3778058
01231315674 (7136)	100
01231321642 (7137)	100
01231329818 (7138)	158.8967671
01232971467 (7139)	100
01232973156 (7140)	100
01232971463 (7141)	177.6312787
01232971640 (7142)	177.6312787
01231308147 (7143)	100
01231307845 (7144)	100
01231328823 (7145)	225.6217556
01231329059 (7146)	149.9649127
01232971232 (7147)	219.0580883
01232970110 (7148)	145.9514014
01232970299 (7149)	161.7428803
01232970455 (7150)	208.5171111
01232970822 (7151)	228.747302
01232970965 (7152)	151.8404357
01231307765 (7153)	219.8463628
01232970651 (7154)	259.3765011
01232970615 (7155)	209.6812551
01232970953 (7156)	116.6667225
01232970699 (7157)	260.5851185
01232970782 (7158)	100
01232970920 (7159)	100
01232970841 (7160)	177.6312787
01232971015 (7161)	177.6312787
01232970364 (7162)	100
01232970403 (7163)	100
01232970457 (7164)	100
01232970603 (7165)	100
01231328885 (7166)	239.6805401
01231328951 (7167)	132.2648461
01227711696 (7168)	200.001507
01232971214 (7169)	124.45418
01232970281 (7170)	153.1053367
01232970978 (7171)	100
01232973157 (7172)	100
01232972905 (7173)	100
01232972654 (7174)	239.6805401
01232972863 (7175)	104.8870247
01231315358 (7176)	177.5053645
01232970016 (7177)	192.3423781
01232970807 (7178)	208.5171111
01231329624 (7179)	208.5171111
01227587731 (7180)	100
01232970817 (7181)	168.8141489
01231329946 (7182)	100
01232973397 (7183)	100
01232973190 (7184)	121.5991199
01232973357 (7185)	250.177211
01231321394 (7186)	100
01232970648 (7187)	100
01232970717 (7188)	100
01232970134 (7189)	224.0718316
01231329714 (7190)	198.4251457
01232970167 (7191)	100
01227587860 (7192)	100
01227587904 (7193)	100
01231329289 (7194)	158.8967671
01227715212 (7195)	168.8141489
01231329060 (7196)	168.8141489
01232970960 (7197)	267.4852409
01232972557 (7198)	100
01232970510 (7199)	147.7847343
01232971051 (7200)	147.7847343
01227587538 (7201)	216.560319
01227729529 (7202)	177.5053645
01231300187 (7203)	224.0718316
01231329149 (7204)	100
01231305062 (7205)	267.4852409
01231328942 (7206)	198.4251457
01231329998 (7207)	100
01231329693 (7208)	100
01231329835 (7209)	100
01231329542 (7210)	203.785257
01232971134 (7211)	274.7102608
01232970887 (7212)	129.9899465
01227728217 (7213)	141.660958
01227728232 (7214)	100
01231322985 (7215)	100
01231323079 (7216)	100
01232971059 (7217)	177.5053645
01232970328 (7218)	152.9052157
01232970460 (7219)	151.8404357
01232970465 (7220)	267.4852409
01232970226 (7221)	168.8141489
01232970494 (7222)	168.8141489
01232970498 (7223)	292.7172004
01232970819 (7224)	216.3044845
01227587488 (7225)	192.3423781
01227587510 (7226)	192.3423781
01231329937 (7227)	156.5504134
01232970492 (7228)	100
01232970929 (7229)	100
01232970995 (7230)	179.0778888
01232971207 (7231)	147.0037272
01231316177 (7232)	100
01231315913 (7233)	178.470132
01232972453 (7234)	100
01232972773 (7235)	100
01232970196 (7236)	133.7986556
01232970405 (7237)	168.3345407
01231315854 (7238)	100
01232970072 (7239)	100
01232970327 (7240)	100
01231315953 (7241)	139.4283958
01232970411 (7242)	100
01231329264 (7243)	100
01231315888 (7244)	100
01231321515 (7245)	227.3370579
01227500496 (7246)	100
01232970036 (7247)	100
01231329854 (7248)	100
01227721372 (7249)	100
01231329882 (7250)	100
01222970144 (7251)	100
01232970848 (7252)	100
01232970792 (7253)	100
01232970570 (7254)	100
01232970014 (7255)	100
01232970047 (7256)	169.1865128
01232970260 (7257)	169.1865128
01232970575 (7258)	177.6312787
01232970321 (7259)	177.6312787
01231316218 (7260)	132.2648461
01227587629 (7261)	100
01231315871 (7262)	219.1824692
01231316109 (7263)	166.7172224
01232970592 (7264)	100
01231308188 (7265)	175.8609394
01231329855 (7266)	100
01231307926 (7267)	157.1020711
01232970096 (7268)	100
01231307535 (7269)	192.3423781
01232972554 (7270)	100
